Centre Code,Centre Name,Centre Type,Centre Status,Host Centre Code,Host Centre Name,Official Low Year Level,Official High Year Level,Officer In Charge Title,School Level Code,Show Holiday Date,Internet Site,Phone Number,Restrict Contact Outside Teaching Hours,Fax Number,Actual Address Line 1,Actual Address Line 2,Actual Address Line 3,Actual Address Post Code,Postal Address Line 1,Postal Address Line 2,Postal Address Line 3,Postal Address Post Code,Education Geographic Region,Federal Electorate,State Electorate,Local Government Area,Statistical Area Level2,Statistical Area Level2 Code,Remoteness Area,Enrolment Effective Date,All Student Count,Campus All Student Count,Early Childhood Registrations,Campus Early Childhood Registrations,ABN,Sector,Non-State Sector,Longitude,Latitude
0597,Sheldon College (Sheldon),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.sheldoncollege.com,(07) 3206 5555,,(07) 3206 5588,,43 - 77 Taylor Road,Sheldon,4157,PO Box 1188,Capalaba DC,,4157,South East,Bowman,Redlands,Redland (C),Sheldon - Mount Cotton,301021011,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.234521,-27.570710
0480,Siena Catholic College (Sippy Downs),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.siena.qld.edu.au,(07) 5476 6100,N,(07) 5476 7022,,60 Sippy Downs Drive,Sippy Downs,4556,60 Sippy Downs Drive,Sippy Downs,,4556,North Coast,Fisher,Buderim,Sunshine Coast (R),Sippy Downs,316011416,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.056834,-26.716021
2359,Siena Catholic Primary School (Sippy Downs),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sienaprimary.qld.edu.au,(07) 5445 3399,,(07) 5445 3790,,58 Sippy Downs Drive,Sippy Downs,4556,58 Sippy Downs Drive,Sippy Downs,,4556,North Coast,Fisher,Buderim,Sunshine Coast (R),Sippy Downs,316011416,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.057339,-26.715880
0738,Silkwood School (Mount Nathan),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.silkwood.qld.edu.au,(07) 5655 0300,,,,27 & 39 Shepherd Hill Lane,Mount Nathan,4211,PO Box 760,Nerang,,4211,South East,Wright,Gaven,Gold Coast (C),Nerang - Mount Nathan,309061248,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.291127,-28.003359
B029,"Silver Lining School (Ficks Crossing) ",Non-State School,Open,,,Year 7,Year 12,Principal,,,www.silverlining.org.au,0492 948 078,,,,14722 Bunya Highway,Ficks Crossing,4606,PO Box 517,SPRING HILL,,4000,Darling Downs South West,Flynn,Nanango,South Burnett (R),Kingaroy Region - North,319021506,Outer Regional Australia,,,,,,,Non-State,Independent,151.889942,-26.251053
5587,Sinai College (Burbank),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sinaicollege.qld.edu.au,(07) 3349 9088,,(07) 3349 9043,,20 Moxon Road,Burbank,4156,PO Box 180,Mansfield,,4122,Metropolitan,Bonner,Mansfield,Brisbane (C),Rochedale - Burbank,303031064,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.144888,-27.555857
5811,Somerset College (Mudgeeraba),Non-State School,Open,,,Prep Year,Year 12,Headmaster,,,www.somerset.qld.edu.au,(07) 5530 4100,,(07) 5530 3208,,Somerset Drive,Mudgeeraba,4213,Somerset Drive,Mudgeeraba,,4213,South East,Mcpherson,Mudgeeraba,Gold Coast (C),Mudgeeraba - Bonogin,309051244,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.375097,-28.090639
5469,Somerville House (South Brisbane),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.somerville.qld.edu.au,(07) 3248 9200,,(07) 3255 3063,,17 Graham Street,South Brisbane,4101,PO Box 3357,South Brisbane,,4101,Metropolitan,Griffith,South Brisbane,Brisbane (C),South Brisbane,305011110,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.025433,-27.483615
A758,"Sophia College (Plainland) ",Non-State School,Open,,,Year 7,Year 12,Principal,,,www.sophiacollege.qld.edu.au,(07) 5411 3400,,,,54-56  Otto Road,Plainland,4341,54-56 Otto Road And 29-33 Gehrke Road,Plainland,,4341,Darling Downs South West,Wright,Lockyer,Lockyer Valley (R),Lockyer Valley - East,310021280,Inner Regional Australia,,,,,,,Non-State,Catholic,152.421560,-27.556480
0014,Southern Cross Catholic College (Scarborough),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.sccc.qld.edu.au,(07) 3480 3600,,(07) 3480 3666,,307 Scarborough Road,Scarborough,4020,PO Box 121,Scarborough,,4020,North Coast,Petrie,Redcliffe,Moreton Bay (R),Scarborough - Newport - Moreton Island,313051542,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.109956,-27.204031
1591,Southern Cross Catholic College (Townsville),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.sctsv.catholic.edu.au,(07) 4778 3444,,(07) 4778 3500,,Gartrell Drive,Annandale,4814,PO Box 1747,Aitkenvale,,4814,North Queensland,Dawson,Mundingburra,Townsville (C),Annandale,318021468,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,146.802354,-19.315074
9757,Southport Flexible Learning Centre (Southport),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.ereafsn.edu.au,(07) 5657 8950,,,,2 Nakina Street,Southport,4215,2 Nakina Street,Southport,,4215,South East,Moncrieff,Bonney,Gold Coast (C),Southport - North,309091540,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.393653,-27.960354
5045,St Agatha's Primary School (Clayfield),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stagathasclayfield.qld.edu.au,(07) 3326 9222,N,(07) 3862 3431,,6 Hunter Lane,Clayfield,4011,6 Hunter Lane,Clayfield,,4011,Metropolitan,Brisbane,Clayfield,Brisbane (C),Clayfield,305031122,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.054733,-27.426034
5046,St Agnes School (Mount Gravatt),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stagnes.qld.edu.au,(07) 3349 5130,,(07) 3343 6091,,29 Tudor Street,Mount Gravatt,4122,PO Box 500,Mount Gravatt,,4122,Metropolitan,Bonner,Greenslopes,Brisbane (C),Mount Gravatt,303031063,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.072223,-27.532223
5448,St Aidan's Anglican Girls School (Corinda),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.staidans.qld.edu.au,(07) 3373 5999,,(07) 3379 9432,,11 Ruthven Street,Corinda,4075,PO Box 46,Corinda,,4075,Metropolitan,Moreton,Mount Ommaney,Brisbane (C),Corinda,304031093,Major Cities of Australia,,,,0.00,,,Non-State,Independent,152.978761,-27.538773
5047,St Ambrose's Primary School (Newmarket),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stambrosesschool.qld.edu.au,(07) 3356 4130,,(07) 3356 0353,,23 Davidson Street,Newmarket,4051,23 Davidson Street,Newmarket,,4051,Metropolitan,Brisbane,Cooper,Brisbane (C),Newmarket,305031127,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.005967,-27.440560
2480,St Andrew's Anglican College (Peregian Springs),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.saac.qld.edu.au,(07) 5471 5555,,(07) 5471 5500,,40 Peregian Springs Drive,Peregian Springs,4573,40 Peregian Springs Drive,Peregian Springs,,4573,North Coast,Fairfax,Ninderry,Sunshine Coast (R),Peregian Springs,316051544,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.075963,-26.495531
2266,St Andrew's Catholic College Redlynch Valley (Redlynch),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.standrewscc.qld.edu.au,(07) 4039 5200,,(07) 4039 5255,,185-205 Intake Road,Redlynch,4870,PO Box 150,Redlynch,,4870,Far North Queensland,Leichhardt,Barron River,Cairns (R),Redlynch,306011141,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,145.699249,-16.904066
5110,St Andrew's Catholic School (Ferny Grove),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.standrewsfg.qld.edu.au,(07) 3351 6886,N,(07) 3851 1054,,89 Hogarth Road,Ferny Grove,4055,89 Hogarth Road,Ferny Grove,,4055,Metropolitan,Ryan,Ferny Grove,Brisbane (C),Upper Kedron - Ferny Grove,304041104,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.926168,-27.409314
5771,St Andrews Lutheran College (Tallebudgera),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.standrewslutheran.qld.edu.au,(07) 5568 5900,,(07) 5568 5999,,175 Tallebudgera Creek Road,Tallebudgera,4228,PO Box 2142,Burleigh MDC,,4220,South East,Mcpherson,Burleigh,Gold Coast (C),Currumbin Valley - Tallebudgera,309051243,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.431515,-28.122620
5198,St Anne's Catholic Primary School (Sarina),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sasrok.catholic.edu.au,(07) 4956 1534,,(07) 4956 1664,,3 Range Road,Sarina,4737,PO Box 85,Sarina,,4737,Central Queensland,Capricornia,Mirani,Mackay (R),Sarina,312021352,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,149.214313,-21.424355
A680,St Ann's School (Redbank Plains),Non-State School,Open,,,Prep Year,Year 5,Principal,,,www.stanns.qld.edu.au,(07) 3432 3400,,,,67-87 Halletts Road,Redbank Plains,4301,67-87 Hallets Road,Redbank Plains,,4301,Metropolitan,Blair,Bundamba,Ipswich (C),Redbank Plains,310041302,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.843183,-27.649898
5373,St Anthony's Catholic College (Veales Rd and Joanne St - Deeragun),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.sacc.catholic.edu.au,(07) 4751 7200,,(07) 4751 7299,,Cnr Veales Road and Joanne Street,Deeragun,4818,PO Box 143,Deeragun,,4818,North Queensland,Herbert,Hinchinbrook,Townsville (C),Deeragun,318021473,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,146.655502,-19.239725
5199,St Anthony's Catholic Primary School (North Rockhampton),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sanrrok.catholic.edu.au,(07) 4994 8200,,,,390b Feez Street,North Rockhampton,4701,13B Langford Street,North Rockhampton,,4701,Central Queensland,Capricornia,Keppel,Rockhampton (R),Norman Gardens,308031213,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,150.527383,-23.340493
5107,St Anthony's School (Alexandra Hills),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stanthonysalexhills.qld.edu.au,(07) 3820 1200,N,(07) 3820 1255,,St Anthony's Drive,Alexandra Hills,4161,St Anthony's Drive,Alexandra Hills,,4161,South East,Bowman,Capalaba,Redland (C),Alexandra Hills,301011001,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.216555,-27.520602
5270,St Anthony's School (Dimbulah),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sta.qld.edu.au,(07) 4093 5319,,(07) 4093 5413,,3 Hyde Street,Dimbulah,4872,PO Box 128,Dimbulah,,4872,Far North Queensland,Kennedy,Hill,Mareeba (S),Tablelands,315011400,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,145.111823,-17.147338
5048,St Anthony's School (Kedron),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stanthonyskedron.qld.edu.au,(07) 3357 6185,N,(07) 3357 9963,,121 Somerset Road,Kedron,4031,121 Somerset Road,Kedron,,4031,Metropolitan,Lilley,Stafford,Brisbane (C),Kedron - Gordon Park,302021031,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.025445,-27.407234
5160,St Anthony's School (Toowoomba),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sastwb.catholic.edu.au,(07) 4635 6200,,(07) 4635 0950,,9 Memory Street,Toowoomba,4350,PO Box 150,Drayton North,,4350,Darling Downs South West,Groom,Toowoomba South,Toowoomba (R),Drayton - Harristown,317011447,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,151.935613,-27.573250
2501,St Augustine's College (Augustine Heights),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.stac.qld.edu.au,(07) 3814 8300,N,(07) 3814 8301,,St Augustine's Drive,Augustine Heights,4300,PO Box 4047,Springfield,,4300,Metropolitan,Oxley,Jordan,Ipswich (C),Bellbird Park - Brookwater,310041296,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.887058,-27.659188
5337,St Augustine's College (Cairns),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.sac.qld.edu.au,(07) 4051 5555,N,(07) 4031 5465,,251 Draper Street,Cairns,4870,251 Draper Street,Cairns,,4870,Far North Queensland,Leichhardt,Cairns,Cairns (R),Cairns City,306021145,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,145.768122,-16.926340
5119,St Augustine's Parish Primary School (Currumbin Waters),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sa.qld.edu.au,(07) 5598 8730,N,(07) 5598 5125,,Galleon Way,Currumbin Waters,4223,PO Box 133,Currumbin,,4223,South East,Mcpherson,Currumbin,Gold Coast (C),Currumbin Waters,309021232,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.459497,-28.150222
5271,St Augustine's School (Mossman),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.staugs.qld.edu.au,(07) 4098 1631,,(07) 4098 2267,,Grogan Street,Mossman,4873,PO Box 327,Mossman,,4873,Far North Queensland,Leichhardt,Cook,Douglas (S),Daintree,306041164,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,145.368819,-16.461747
5759,St Benedict's Catholic Primary School (Yeppoon),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sbyrok.catholic.edu.au,(07) 4930 2744,,(07) 4930 2766,,"1 Laceys Road, Pacific Heights",Yeppoon,4703,PO Box 2285,Yeppoon,,4703,Central Queensland,Capricornia,Keppel,Livingstone (S),Yeppoon,308031223,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,150.741118,-23.095590
A034,St Benedict's Catholic School (Shaw),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stbenedicts.catholic.edu.au,(07) 4413 2400,,,,890 Dalrymple Road,Shaw,4818,PO Box 7037,Garbutt,,4814,North Queensland,Herbert,Hinchinbrook,Townsville (C),Bohle Plains,318021470,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,146.700276,-19.289733
7595,St Benedict's College (Mango Hill),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.stbenedictscollege.qld.edu.au/,(07) 3385 8888,,(07) 3385 8855,,21 St Benedict's Close,Mango Hill,4509,PO Box 935,North Lakes,,4509,North Coast,Petrie,Murrumba,Moreton Bay (R),North Lakes - Mango Hill,314021390,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.034180,-27.232560
5683,St Benedict's Primary School (Mango Hill),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stbenedicts.qld.edu.au,(07) 3481 4600,,(07) 3481 4699,,22 St Benedict's Close,Mango Hill,4509,PO Box 725,North Lakes,,4509,North Coast,Petrie,Murrumba,Moreton Bay (R),North Lakes - Mango Hill,314021390,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.033987,-27.232460
5056,St Bernardine's School (Regents Park),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stbernardines.qld.edu.au,(07) 3800 1854,N,(07) 3800 1899,,25 Vergulde Road,Regents Park,4118,25 Vergulde Road,Regents Park,,4118,South East,Rankin,Algester,Logan (C),Regents Park - Heritage Park,311031319,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.034868,-27.669799
5050,St Bernard's School (Upper Mount Gravatt),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stbernards.qld.edu.au/,(07) 3849 4800,N,(07) 3349 1436,,1823 Logan Road,Upper Mount Gravatt,4122,1823 Logan Road,Upper Mount Gravatt,,4122,Metropolitan,Bonner,Mansfield,Brisbane (C),Upper Mount Gravatt,303031065,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.079529,-27.554139
9621,St Brendan's Catholic Primary School (Mackay),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sbnmrok.catholic.edu.au,(07) 4969 5022,,(07) 3969 5563,,799 Mackay-Bucasia Road,"Rural View, Mackay",4740,PO Box 435,Rural View,,4740,Central Queensland,Dawson,Whitsunday,Mackay (R),Eimeo - Rural View,312021344,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,149.160872,-21.052731
5415,St Brendan's College (Yeppoon),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.stbrendans.qld.edu.au,(07) 4939 9300,,(07) 4939 5273,,139 Adelaide Park Road,Yeppoon,4703,139 Adelaide Park Road,Yeppoon,,4703,Central Queensland,Capricornia,Keppel,Livingstone (S),Yeppoon,308031223,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,150.730078,-23.116297
5051,St Brendan's Primary School (Moorooka),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stbrendansmoorooka.qld.edu.au,(07) 3275 2081,N,(07) 3216 7873,,Hawtree Street,Moorooka,4105,Hawtree Street,Moorooka,,4105,Metropolitan,Moreton,Toohey,Brisbane (C),Moorooka,303041068,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.019289,-27.537449
8613,St Brigid's Catholic Primary School (Emerald),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.rok.catholic.edu.au,(07) 4982 0411,,(07) 4987 6781,,Gregory Highway,Emerald,4720,PO Box 438,Emerald,,4720,Central Queensland,Flynn,Gregory,Central Highlands (R),Emerald,308011192,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,148.169688,-23.559774
5522,St Brigid's Catholic Primary School (Nerang),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sb.qld.edu.au,(07) 5596 4188,N,(07) 5596 3629,,39-49 McLaren Road,Nerang,4211,PO Box 880,Nerang,,4211,South East,Moncrieff,Gaven,Gold Coast (C),Nerang - Mount Nathan,309061248,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.318376,-28.000802
5120,St Brigid's Primary School (Rosewood),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stbrigidsrosewood.qld.edu.au,(07) 5464 1563,N,(07) 5464 2112,,Railway Street,Rosewood,4340,PO Box 121,Rosewood,,4340,Metropolitan,Blair,Ipswich West,Ipswich (C),Rosewood,310021282,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,152.594957,-27.641936
7578,St Catherine's Catholic College The Whitsundays (Proserpine),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.prspne.catholic.edu.au,(07) 4945 1630,,(07) 4945 2075,,90-110 Renwick Road,Proserpine,4800,PO Box 372,Proserpine,,4800,North Queensland,Dawson,Whitsunday,Whitsunday (R),Proserpine,312031361,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,148.590463,-20.410245
5053,St Catherines Catholic Primary School (Wishart),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stcatherinescps.qld.edu.au,(07) 3349 7188,,(07) 3347 7145,,388 Newnham Road,Wishart,4122,388 Newnham Road,Wishart,,4122,Metropolitan,Bonner,Mansfield,Brisbane (C),Wishart,303031066,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.092903,-27.551489
6138,St Clare's Catholic School (Burdell),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stclarestsv.catholic.edu.au,(07) 4760 6900,,(07) 4774 3489,,Burdell Drive,Burdell,4818,PO Box 414,Deeragun,,4818,North Queensland,Herbert,Hinchinbrook,Townsville (C),Deeragun,318021473,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,146.704429,-19.257721
9962,St Clare's Primary School (Yarrabilba),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stclare.qld.edu.au,(07) 5549 8000,,,,2-48 Combs Street,Yarrabilba,4207,2 Combs Street,Yarrabilba,,4207,South East,Wright,Logan,Logan (C),Jimboomba,311041321,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.108737,-27.805529
5273,St Clare's School (Tully),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stclares.qld.edu.au,(07) 4068 1527,,(07) 4068 2484,,13 Mars Street,Tully,4854,PO Box 97,Tully,,4854,Far North Queensland,Kennedy,Hill,Cassowary Coast (R),Tully,306031161,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,145.920689,-17.937162
5239,St Colman's School (Home Hill),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.scshh.catholic.edu.au,(07) 4782 2030,,(07) 4782 1210,,Eleventh Avenue,Home Hill,4806,PO Box 243,Home Hill,,4806,North Queensland,Dawson,Burdekin,Burdekin (S),Burdekin,318011461,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,147.415756,-19.659367
5302,St Columban's College (Caboolture),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.stc.qld.edu.au,(07) 5495 3111,N,(07) 5495 3211,,100 McKean Street,Caboolture,4510,PO Box 1254,Caboolture,,4510,North Coast,Longman,Morayfield,Moreton Bay (R),Caboolture,313021365,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.962787,-27.079017
5055,St Columba's Primary School (Wilston),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stcolumbaswilston.qld.edu.au,(07) 3356 9866,N,(07) 3856 4717,,Kedron Brook Road,Wilston,4051,Kedron Brook Road,Wilston,,4051,Metropolitan,Brisbane,Stafford,Brisbane (C),Grange,305031123,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.018517,-27.428955
5057,St Dympna's Parish School (Aspley),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stdympnas.qld.edu.au,(07) 3263 6788,N,(07) 3263 7551,,491 Robinson Road,Aspley,4034,491 Robinson Road,Aspley,,4034,Metropolitan,Lilley,Aspley,Brisbane (C),Zillmere,302041046,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.032720,-27.366097
5364,St Edmund's College (Woodend),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.sec.qld.edu.au,(07) 3810 4400,,(07) 3812 2701,,16 Mary Street,Woodend,4305,PO Box 2343,North Ipswich,,4305,Metropolitan,Blair,Ipswich,Ipswich (C),Ipswich - Central,310031286,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.754583,-27.609572
5004,St Edward the Confessor School (Daisy Hill),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stedwards.qld.edu.au,(07) 3208 0922,N,(07) 3208 0205,,104 Chatswood Road,Daisy Hill,4127,104 Chatswood Road,Daisy Hill,,4127,South East,Rankin,Springwood,Logan (C),Springwood,311061334,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.146951,-27.634824
5059,St Elizabeth's School (Tarragindi),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stelizabeths.qld.edu.au,(07) 3848 0828,N,(07) 3892 1930,,55 Effingham Street,Tarragindi,4121,55 Effingham Street,Tarragindi,,4121,Metropolitan,Moreton,Miller,Brisbane (C),Tarragindi,303041071,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.043779,-27.521051
5431,St Eugene College (Burpengary),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.steugene.qld.edu.au,(07) 3491 4600,,(07) 3888 5151,,138 Station Road,Burpengary,4505,PO Box 598,Burpengary,,4505,North Coast,Longman,Kurwongbah,Moreton Bay (R),Burpengary,313041372,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.968975,-27.152500
5062,St Finbarr's School (Ashgrove),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stfinbarrsashgrove.qld.edu.au,(07) 3366 1397,N,(07) 3366 5378,,Betheden Terrace,Ashgrove,4060,Betheden Terrace,Ashgrove,,4060,Metropolitan,Brisbane,Cooper,Brisbane (C),Ashgrove,305041132,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.994137,-27.446331
5165,St Finbarr's School (Quilpie),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.quilpie.catholic.edu.au,(07) 4621 5200,,(07) 4656 1306,,Jabiru Street,Quilpie,4480,PO Box 34,Quilpie,,4480,Darling Downs South West,Maranoa,Warrego,Quilpie (S),Far South West,315031411,Very Remote Australia,,,,0.00,,,Non-State,Catholic,144.270164,-26.616729
5063,St Flannan's School (Zillmere),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stflannans.qld.edu.au,(07) 3265 3666,N,(07) 3265 3722,,420 Beams Road,Zillmere,4034,420 Beams Road,Zillmere,,4034,Metropolitan,Lilley,Nudgee,Brisbane (C),Zillmere,302041046,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.038318,-27.350248
5400,St Francis Catholic Primary School (Tannum Sands),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sftsrok.catholic.edu.au,(07) 4973 3600,,(07) 4973 3611,,Francis Way,Tannum Sands,4680,PO Box 3506,Tannum Sands,,4680,Central Queensland,Flynn,Gladstone,Gladstone (R),Boyne Island - Tannum Sands,308051531,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,151.360983,-23.943114
5242,St Francis Catholic School (Hughenden),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sfsh.catholic.edu.au,(07) 4741 1382,,(07) 4741 1519,,8 Flinders Street,Hughenden,4821,PO Box 69,Hughenden,,4821,North Queensland,Kennedy,Traeger,Flinders (S),Northern Highlands,315021407,Very Remote Australia,,,,0.00,,,Non-State,Catholic,144.202079,-20.846168
5164,"St Francis College (Crestmead) ",Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.sfcc.qld.edu.au,(07) 3489 4800,,(07) 3803 4507,,64 Julie Street,Crestmead,4132,PO Box 1154,Browns Plains,,4118,South East,Rankin,Woodridge,Logan (C),Crestmead,311031314,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.082273,-27.691585
5166,St Francis De Sales School (Clifton),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.clifton.catholic.edu.au,(07) 4612 4000,,(07) 4697 3067,,16 Meara Place,Clifton,4361,PO Box 27,Clifton,,4361,Darling Downs South West,Maranoa,Condamine,Toowoomba (R),Clifton - Greenmount,307031184,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,151.904270,-27.928707
5243,St Francis School (Ayr),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sfatsv.catholic.edu.au,(07) 4783 2877,,(07) 4783 3978,,99 Edwards Street,Ayr,4807,99 Edwards Street,Ayr,,4807,North Queensland,Dawson,Burdekin,Burdekin (S),Ayr,318011460,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,147.401463,-19.570416
5200,St Francis Xavier Catholic Primary School (Mackay West),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sfxmrok.catholic.edu.au,(07) 4951 1861,,(07) 4951 2910,,Mackenzie Street,Mackay West,4740,PO Box 5495,Mackay MC,,4740,Central Queensland,Dawson,Mackay,Mackay (R),West Mackay,312021358,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,149.160301,-21.150355
5064,St Francis Xavier School (Goodna),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stfrancisxavier.qld.edu.au,(07) 3818 0100,,(07) 3818 2171,,6 Church Street,Goodna,4300,PO Box 402,Goodna,,4300,Metropolitan,Oxley,Bundamba,Ipswich (C),Goodna,310041300,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.899067,-27.611053
5121,St Francis Xavier School (Runaway Bay),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sfx.qld.edu.au,(07) 5537 2633,,(07) 5537 9946,,160 Bayview Street,Runaway Bay,4216,PO Box 119,Runaway Bay,,4216,South East,Fadden,Broadwater,Gold Coast (C),Runaway Bay,309031240,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.402016,-27.909610
