Centre Code,Centre Name,Centre Type,Centre Status,Host Centre Code,Host Centre Name,Official Low Year Level,Official High Year Level,Officer In Charge Title,School Level Code,Show Holiday Date,Internet Site,Phone Number,Restrict Contact Outside Teaching Hours,Fax Number,Actual Address Line 1,Actual Address Line 2,Actual Address Line 3,Actual Address Post Code,Postal Address Line 1,Postal Address Line 2,Postal Address Line 3,Postal Address Post Code,Education Geographic Region,Federal Electorate,State Electorate,Local Government Area,Statistical Area Level2,Statistical Area Level2 Code,Remoteness Area,Enrolment Effective Date,All Student Count,Campus All Student Count,Early Childhood Registrations,Campus Early Childhood Registrations,ABN,Sector,Non-State Sector,Longitude,Latitude
3001,Logan City Special School,Special School,Open,,,Early Childhood,Year 12,Principal,07,08 August 2022,www.logancityspecs.eq.edu.au,(07) 3489 6333,N,(07) 3489 6300,,133 Wembley Road,Logan Central,4114,133 Wembley Road,Logan Central,,4114,South East,Rankin,Woodridge,Logan (C),Logan Central,311061331,Major Cities of Australia,2022 February,222.00,,25.00,,38179351454,State,,153.102445,-27.642369
0069,Logan Reserve State School,State School,Open,,,Prep Year,Year 6,Principal,05,08 August 2022,www.loganreservess.eq.edu.au,(07) 3489 5444,N,,,369-379 School Road,Logan Reserve,4133,369 School Road,Logan Reserve,,4133,South East,Forde,Logan,Logan (C),Chambers Flat - Logan Reserve,311031313,Major Cities of Australia,2022 February,603.00,,0.00,,77968171474,State,,153.114472,-27.714023
0123,Logan Village State School,State School,Open,,,Prep Year,Year 6,Principal,05,08 August 2022,www.loganvillagess.eq.edu.au,(07) 5547 2222,N,(07) 5547 2200,,North Street,Logan Village,4207,North Street,Logan Village,,4207,South East,Wright,Logan,Logan (C),Logan Village,311041322,Major Cities of Australia,2022 February,531.00,,0.00,,51487318103,State,,153.106354,-27.765317
0070,Loganholme State School,State School,Open,,,Prep Year,Year 6,Principal,05,08 August 2022,www.loganholmess.eq.edu.au,(07) 3801 9333,N,(07) 3801 9300,,Wandilla Crescent,Loganholme,4129,PO Box 3055,Loganholme,,4129,South East,Forde,Waterford,Logan (C),Loganholme - Tanah Merah,311051325,Major Cities of Australia,2022 February,590.00,,0.00,,95699207269,State,,153.180642,-27.686306
2153,Loganlea State High School,State High School,Open,,,Year 7,Year 12,Principal,07,08 August 2022,www.loganleashs.eq.edu.au,(07) 3451 8777,N,,,Neridah Street,Loganlea,4131,Neridah Street,Loganlea,,4131,South East,Forde,Waterford,Logan (C),Loganlea,311051326,Major Cities of Australia,2022 February,736.00,,0.00,,80938813405,State,,153.142384,-27.673715
3611,Longreach School of Distance Education,School of Distance Education,Open,,,Prep Year,Year 10,Principal,04,13 May 2022,www.longreachsde.eq.edu.au,(07) 4658 4222,N,(07) 4658 4200,,Sir James Walker Drive,Longreach,4730,PO Box 600,Longreach,,4730,Central Queensland,Maranoa,Gregory,Longreach (R),Longreach,315031412,Very Remote Australia,2022 February,172.00,,0.00,,32391402774,State,,144.282598,-23.441361
2112,Longreach State High School,State High School,Open,,,Year 7,Year 12,Principal,04,13 May 2022,www.longreachshs.eq.edu.au,(07) 4652 8333,N,(07) 4652 8300,,34  Jabiru Street,Longreach,4730,PO Box 104,Longreach,,4730,Central Queensland,Maranoa,Gregory,Longreach (R),Longreach,315031412,Very Remote Australia,2022 February,317.00,,0.00,,52164561057,State,,144.261982,-23.438258
0711,Longreach State School,State School,Open,,,Early Childhood,Year 6,Principal,03,13 May 2022,www.longreachss.eq.edu.au,(07) 4652 6333,N,(07) 4658 2183,,125 Ibis Street,Longreach,4730,PO Box 250,Longreach,,4730,Central Queensland,Maranoa,Gregory,Longreach (R),Longreach,315031412,Very Remote Australia,2022 February,190.00,,0.00,,61530311932,State,,144.245441,-23.441341
0882,Lota State School,State School,Open,,,Prep Year,Year 6,Principal,03,10 August 2022,www.lotass.eq.edu.au,(07) 3906 6222,N,,,26 Richard Street,Lota,4179,26 Richard Street,Lota,,4179,Metropolitan,Bonner,Lytton,Brisbane (C),Manly - Lota,301031015,Major Cities of Australia,2022 February,235.00,,0.00,,67017041019,State,,153.186299,-27.469281
1010,Lower Tully State School,State School,Open,,,Prep Year,Year 6,Principal,02,22 July 2022,www.lowertullyss.eq.edu.au,(07) 4066 9351,N,,,6 Collins Road,Lower Tully,4854,6 Collins Road,Lower Tully,,4854,Far North Queensland,Kennedy,Hinchinbrook,Cassowary Coast (R),Tully,306031161,Outer Regional Australia,2022 February,65.00,,0.00,,75462660606,State,,146.000587,-17.995299
1140,Lowmead State School,State School,Open,,,Early Childhood,Year 6,Principal,01,26 May 2022,www.lowmeadss.eq.edu.au,(07) 4156 9162,Y,,,3077-3083 Lowmead Road,Lowmead,4676,c/- Post Office,Lowmead,,4676,North Coast,Flynn,Burnett,Gladstone (R),Agnes Water - Miriam Vale,308051530,Outer Regional Australia,2022 February,7.00,,2.00,,32459297331,State,,151.744988,-24.524456
2160,Lowood State High School,State High School,Open,,,Year 7,Year 12,Principal,06,08 August 2022,www.lowoodshs.eq.edu.au,(07) 5427 8333,N,(07) 5427 8300,,Prospect Street,Lowood,4311,PO Box 138,Lowood,,4311,Metropolitan,Blair,Lockyer,Somerset (R),Lowood,310021281,Inner Regional Australia,2022 February,784.00,,0.00,,68047979616,State,,152.582497,-27.467169
0242,Lowood State School,State School,Open,,,Early Childhood,Year 6,Principal,04,08 August 2022,www.lowoodss.eq.edu.au,(07) 5427 2333,N,(07) 5427 2300,,Peace Street,Lowood,4311,Peace Street,Lowood,,4311,Metropolitan,Blair,Lockyer,Somerset (R),Lowood,310021281,Inner Regional Australia,2022 February,291.00,,0.00,,21443797747,State,,152.581621,-27.465780
0418,Lundavra State School,State School,Open,,,Early Childhood,Year 6,Principal,01,29 April 2022,www.lundavrass.eq.edu.au,(07) 4676 4139,N,(07) 4676 4133,,LOT 12 Lienassie Road,Lundavra,4390,Lienassie Road,MS 492,Goondiwindi,4390,Darling Downs South West,Maranoa,Southern Downs,Goondiwindi (R),Inglewood - Waggamba,307011174,Outer Regional Australia,,,,,,74143428989,State,,149.982017,-28.070234
0383,Ma Ma Creek State School,State School,Open,,,Prep Year,Year 6,Principal,01,08 August 2022,www.mamacreekss.eq.edu.au,(07) 5462 7271,N,(07) 5462 7481,,803 Gatton-Clifton Road,Ma Ma Creek,4347,803 Gatton Clifton Road,Ma Ma Creek Via Grantham,,4347,Darling Downs South West,Wright,Lockyer,Lockyer Valley (R),Lockyer Valley - West,317011451,Inner Regional Australia,2022 February,14.00,,0.00,,83235434010,State,,152.190016,-27.628832
2161,Mabel Park State High School,State High School,Open,,,Year 7,Year 12,Principal,08,08 August 2022,www.mabelparkshs.eq.edu.au,(07) 3489 2333,N,(07) 3489 2300,,72-116 Paradise Road,Slacks Creek,4127,PO Box 2780,Logan City DC,,4114,South East,Rankin,Waterford,Logan (C),Slacks Creek,311061333,Major Cities of Australia,2022 February,1627.00,,0.00,,19782297608,State,,153.128856,-27.639652
0356,Mabel Park State School,State School,Open,,,Prep Year,Year 6,Principal,06,08 August 2022,www.mabelparkss.eq.edu.au,(07) 3386 5333,N,(07) 3386 5300,,Borman Street,Slacks Creek,4127,PO Box 2798,Logan City DC,,4114,South East,Rankin,Waterford,Logan (C),Slacks Creek,311061333,Major Cities of Australia,2022 February,706.00,,0.00,,36631252141,State,,153.126471,-27.643124
2124,MacGregor State High School,State High School,Open,,,Year 7,Year 12,Principal,07,10 August 2022,www.macgregorshs.eq.edu.au,(07) 3347 3555,N,,,Blackwattle Street,Macgregor,4109,PO Box 6020,Upper Mount Gravatt,,4122,Metropolitan,Moreton,Toohey,Brisbane (C),Macgregor (Qld),303031061,Major Cities of Australia,2022 February,1225.00,,0.00,,95640491131,State,,153.076625,-27.566037
0192,MacGregor State School,State School,Open,,,Prep Year,Year 6,Principal,07,10 August 2022,www.macgregorss.eq.edu.au,(07) 3323 4333,N,(07) 3345 8701,,McCullough Street,Macgregor,4109,McCullough Street,MacGregor,,4109,Metropolitan,Moreton,Toohey,Brisbane (C),Macgregor (Qld),303031061,Major Cities of Australia,2022 February,1219.00,,0.00,,54933890108,State,,153.067242,-27.572214
0758,Machans Beach State School,State School,Open,,,Prep Year,Year 6,Principal,03,15 July 2022,www.machansbeachss.eq.edu.au,(07) 4037 4222,N,,,61 Machan Street,Machans Beach,4878,PO Box 87,Machans Beach,,4878,Far North Queensland,Leichhardt,Barron River,Cairns (R),Yorkeys Knob - Machans Beach,306011143,Outer Regional Australia,2022 February,129.00,,0.00,,13136378131,State,,145.744987,-16.852629
0071,Mackay Central State School,State School,Open,,,Prep Year,Year 6,Principal,03,16 June 2022,www.mackaycentralss.eq.edu.au,(07) 4969 3111,N,(07) 4967 0811,,Alfred Street,Mackay,4740,PO Box 5335,Mackay MC,,4741,Central Queensland,Dawson,Mackay,Mackay (R),Mackay,312021346,Inner Regional Australia,2022 February,171.00,,0.00,,40157206397,State,,149.181587,-21.145484
3082,Mackay District Special School,Special School,Open,,,Prep Year,Year 12,Principal,05,16 June 2022,www.mackaydistrictspecs.eq.edu.au,(07) 4963 1333,N,(07) 4963 1300,,63 Mansfield Drive,Beaconsfield,4740,PO Box 8161,Mount Pleasant,Mackay,4740,Central Queensland,Dawson,Mackay,Mackay (R),Andergrove - Beaconsfield,312021342,Inner Regional Australia,2022 February,80.00,,0.00,,21865772826,State,,149.170682,-21.094772
2096,Mackay North State High School,State High School,Open,,,Year 7,Year 12,Principal,08,16 June 2022,www.mackaynorthshs.eq.edu.au,(07) 4963 1666,N,(07) 4963 1600,,Valley Street,North Mackay,4740,PO Box 8333,Mount Pleasant,,4740,Central Queensland,Dawson,Mackay,Mackay (R),North Mackay,312021349,Inner Regional Australia,2022 February,1401.00,,0.00,,60919322436,State,,149.173895,-21.115653
0746,Mackay North State School,State School,Open,,,Prep Year,Year 6,Principal,04,16 June 2022,www.macknortss.eq.edu.au,(07) 4940 0333,N,(07) 4940 0300,,Cnr Evans Avenue & Harvey Street,North Mackay,4740,PO Box 3012,North Mackay,,4740,Central Queensland,Dawson,Mackay,Mackay (R),North Mackay,312021349,Inner Regional Australia,2022 February,322.00,,0.00,,75693250477,State,,149.184019,-21.122053
7873,Mackay Northern Beaches State High School,State High School,Open,,,Year 7,Year 12,Principal,07,16 June 2022,www.macknorthbeachesshs.eq.edu.au,(07) 4842 1333,N,,,30 Rosewood Drive,Rural View,4740,Post Office Box 430,Rural View,,4740,Central Queensland,Dawson,Whitsunday,Mackay (R),Eimeo - Rural View,312021344,Inner Regional Australia,2022 February,1051.00,,0.00,,96904257305,State,,149.161620,-21.067097
2009,Mackay State High School,State High School,Open,,,Year 7,Year 12,Principal,07,16 June 2022,www.mackayshs.eq.edu.au,(07) 4957 9179,N,(07) 4957 9100,,123 Milton Street,South Mackay,4740,PO Box 5665,Mackay MC,,4741,Central Queensland,Dawson,Mackay,Mackay (R),South Mackay,312021356,Inner Regional Australia,2022 February,1175.00,,0.00,,69071522541,State,,149.176751,-21.152514
0501,Mackay West State School,State School,Open,,,Prep Year,Year 6,Principal,05,16 June 2022,www.mackaywestss.eq.edu.au,(07) 4951 5111,N,,,Pinder Street,West Mackay,4740,PO Box 5235,Mackay MC,,4741,Central Queensland,Dawson,Mackay,Mackay (R),West Mackay,312021358,Inner Regional Australia,2022 February,590.00,,0.00,,47687840718,State,,149.161335,-21.152550
0608,Mackenzie State Primary School,State School,Open,,,Prep Year,Year 6,Principal,03,10 August 2022,www.mackenziess.eq.edu.au,(07) 3420 2111,N,(07) 3349 1015,,26 Vivaldi Place,Mackenzie,4156,26 Vivaldi Place,Mackenzie,,4156,Metropolitan,Bonner,Mansfield,Brisbane (C),Rochedale - Burbank,303031064,Major Cities of Australia,2022 February,173.00,,0.00,,56843809482,State,,153.122552,-27.545161
3012,Mackenzie State Special School,Special School,Open,,,Prep Year,Year 12,Principal,06,10 August 2022,www.mackenziespecs.eq.edu.au,(07) 3420 2100,N,(07) 3349 1015,,26 Vivaldi Place,Mackenzie,4156,26 Vivaldi Place,Mackenzie,,4156,Metropolitan,Bonner,Mansfield,Brisbane (C),Rochedale - Burbank,303031064,Major Cities of Australia,2022 February,113.00,,0.00,,95937536679,State,,153.122552,-27.545161
0324,Macknade State School,State School,Open,,,Prep Year,Year 6,Principal,01,24 June 2022,www.macknadess.eq.edu.au,(07) 4777 2709,N,(07) 4777 2705,,79 Farrell Drive,Macknade,4850,PO Box 60,Macknade,via Ingham,4850,North Queensland,Kennedy,Hinchinbrook,Hinchinbrook (S),Ingham Region,318011465,Outer Regional Australia,2022 February,6.00,,0.00,,77567794419,State,,146.251864,-18.576707
1959,MacLeay Island State School,State School,Open,,,Prep Year,Year 6,Principal,03,08 August 2022,www.macleayislandss.eq.edu.au,(07) 3400 8333,N,(07) 3400 8300,,145-155 High Central Road,Macleay Island,4184,High Central Road,Macleay Island,,4184,South East,Bowman,Redlands,Redland (C),Redland Islands,301021527,Inner Regional Australia,2022 February,154.00,,0.00,,11558736195,State,,153.359531,-27.618544
1219,Magnetic Island State School,State School,Open,,,Prep Year,Year 6,Principal,03,04 July 2022,www.magneticislandss.eq.edu.au,(07) 4758 2333,N,(07) 4758 2300,,10-16 Mandalay Avenue,Nelly Bay,4819,10 - 16 Mandalay Avenue,Nelly Bay,,4819,North Queensland,Herbert,Townsville,Townsville (C),Magnetic Island,318021483,Outer Regional Australia,2022 February,145.00,,0.00,,59553024528,State,,146.851642,-19.157130
1214,Maidavale State School,State School,Open,,,Prep Year,Year 6,Principal,01,22 June 2022,www.maidavaless.eq.edu.au,(07) 4783 1105,N,(07) 4783 1445,,Maidavale Road,Airville,4807,PO Box 8,Ayr,,4807,North Queensland,Dawson,Burdekin,Burdekin (S),Burdekin,318011461,Outer Regional Australia,2022 February,3.00,,0.00,,94563438661,State,,147.359951,-19.602542
2067,Malanda State High School,State High School,Open,,,Year 7,Year 12,Principal,05,28 June 2022,www.malandashs.eq.edu.au,(07) 4096 7111,N,(07) 4096 7100,,Memorial Drive,Malanda,4885,PO Box 1020,Malanda,,4885,Far North Queensland,Kennedy,Hill,Tablelands (R),Malanda - Yungaburra,306051169,Outer Regional Australia,2022 February,541.00,,0.00,,29562263518,State,,145.593435,-17.359076
1396,Malanda State School,State School,Open,,,Prep Year,Year 6,Principal,05,28 June 2022,www.malandass.eq.edu.au,(07) 4096 7888,N,,,24 Mary Street,Malanda,4885,PO Box 15,Malanda,,4885,Far North Queensland,Kennedy,Hill,Tablelands (R),Malanda - Yungaburra,306051169,Outer Regional Australia,2022 February,460.00,,0.00,,38132852702,State,,145.594639,-17.348945
2177,Maleny State High School,State High School,Open,,,Year 7,Year 12,Principal,06,27 May 2022,www.malenyshs.eq.edu.au,(07) 5499 8111,N,(07) 5499 8100,,50 Bunya Street,Maleny,4552,PO Box 601,Maleny,,4552,North Coast,Fisher,Glass House,Sunshine Coast (R),Caloundra Hinterland,316061440,Inner Regional Australia,2022 February,697.00,,0.00,,29202854314,State,,152.856977,-26.765728
1390,Maleny State School,State School,Open,,,Prep Year,Year 6,Principal,04,27 May 2022,www.malenyss.eq.edu.au,(07) 5499 8333,N,(07) 5499 8300,,16 Bunya Street,Maleny,4552,PO Box 983,Maleny,,4552,North Coast,Fisher,Glass House,Sunshine Coast (R),Caloundra Hinterland,316061440,Inner Regional Australia,2022 February,371.00,,0.00,,39407690728,State,,152.855331,-26.760792
7575,Mango Hill State School,State School,Open,,,Prep Year,Year 6,Principal,07,08 August 2022,www.mangohillss.eq.edu.au,(07) 3482 8111,N,,,Bonnet Parade,Mango Hill,4509,PO Box 1177,North Lakes,,4509,North Coast,Petrie,Murrumba,Moreton Bay (R),North Lakes - Mango Hill,314021390,Major Cities of Australia,2022 February,1514.00,,0.00,,38274047927,State,,153.033463,-27.243080
A787,Mango Hill State Secondary College,State High School,Open,,,Year 7,Year 10,Principal,06,08 August 2022,www.mangohillssc.eq.edu.au,(07) 3817 7555,N,,,Richard Road,Mango Hill,4509,PO Box 1624,North Lakes,,4509,North Coast,Petrie,Murrumba,Moreton Bay (R),North Lakes - Mango Hill,314021390,Major Cities of Australia,2022 February,613.00,,0.00,,43731640046,State,,153.042750,-27.243843
1222,Manly State School,State School,Open,,,Prep Year,Year 6,Principal,05,10 August 2022,www.manlyss.eq.edu.au,(07) 3906 6333,N,(07) 3906 6300,,63 Ernest Street,Manly,4179,63 Ernest Street,Manly,,4179,Metropolitan,Bonner,Lytton,Brisbane (C),Manly - Lota,301031015,Major Cities of Australia,2022 February,710.00,,0.00,,25083051246,State,,153.181338,-27.458056
0264,Manly West State School,State School,Open,,,Prep Year,Year 6,Principal,04,10 August 2022,www.manlywestss.eq.edu.au,(07) 3906 8333,N,(07) 3906 8300,,226 Manly Road,Manly West,4179,226 Manly Road,Manly West,,4179,Metropolitan,Bonner,Lytton,Brisbane (C),Manly West,301031016,Major Cities of Australia,2022 February,401.00,,0.00,,65844620252,State,,153.174284,-27.469024
2059,Mansfield State High School,State High School,Open,,,Year 7,Year 12,Executive Principal,10,10 August 2022,www.mansfieldshs.eq.edu.au,(07) 3452 5333,N,(07) 3452 5300,,Corner Broadwater & Ham Road,Mansfield,4122,PO Box 229,Mount Gravatt,,4122,Metropolitan,Bonner,Mansfield,Brisbane (C),Mansfield (Qld),303031062,Major Cities of Australia,2022 February,3335.00,,0.00,,33963248177,State,,153.105821,-27.545492
0143,Mansfield State School,State School,Open,,,Prep Year,Year 6,Principal,06,10 August 2022,www.mansfieldss.eq.edu.au,(07) 3421 3888,N,(07) 3421 3800,,174 Ham Road,Mansfield,4122,174 Ham Road,Mansfield,,4122,Metropolitan,Bonner,Mansfield,Brisbane (C),Mansfield (Qld),303031062,Major Cities of Australia,2022 February,1160.00,,0.00,,15846727307,State,,153.105369,-27.542384
0878,Mapleton State School,State School,Open,,,Prep Year,Year 6,Principal,03,10 June 2022,www.mapletonss.eq.edu.au,(07) 5456 3333,N,(07) 5456 3300,,Flaxton Drive,Mapleton,4560,Flaxton Drive,Mapleton,,4560,North Coast,Fairfax,Nicklin,Sunshine Coast (R),Maroochy Hinterland,316061443,Inner Regional Australia,2022 February,171.00,,0.00,,26375659959,State,,152.865869,-26.625956
0320,Marburg State School,State School,Open,,,Prep Year,Year 6,Principal,02,13 May 2022,www.marburgss.eq.edu.au,(07) 5464 4218,N,(07) 5464 4700,,Louisa Street,Marburg,4346,PO Box 42,Marburg,,4346,Metropolitan,Blair,Ipswich West,Ipswich (C),Rosewood,310021282,Inner Regional Australia,2022 February,42.00,,0.00,,94922523557,State,,152.593930,-27.562420
2058,Mareeba State High School,State High School,Open,,,Year 7,Year 12,Principal,06,15 July 2022,www.mareebashs.eq.edu.au,(07) 4086 2777,N,,,Jasper Street,Mareeba,4880,PO Box 1079,Mareeba,,4880,Far North Queensland,Kennedy,Cook,Mareeba (S),Mareeba,306051170,Outer Regional Australia,2022 February,761.00,,0.00,,23686989883,State,,145.416363,-16.995838
0653,Mareeba State School,State School,Open,,,Prep Year,Year 6,Principal,06,15 July 2022,www.mareebass.eq.edu.au,(07) 4092 8100,N,(07) 4092 4396,,Constance Street,Mareeba,4880,PO Box 1112,Mareeba,,4880,Far North Queensland,Kennedy,Cook,Mareeba (S),Mareeba,306051170,Outer Regional Australia,2022 February,780.00,,0.00,,32953765956,State,,145.424901,-16.991951
0518,Marian State School,State School,Open,,,Prep Year,Year 6,Principal,05,16 June 2022,www.marianss.eq.edu.au,(07) 4959 4444,N,(07) 4959 4400,,137 Anzac Avenue,Marian,4753,Post Office Box 547,Marian,,4753,Central Queensland,Capricornia,Mirani,Mackay (R),Pioneer Valley,312021351,Outer Regional Australia,2022 February,559.00,,0.00,,95390877194,State,,148.958573,-21.145433
1584,Marlborough State School,State School,Open,,,Early Childhood,Year 6,Principal,02,10 June 2022,www.marlboross.eq.edu.au,(07) 4935 6166,N,(07) 4935 6353,,Magog Road,Marlborough,4705,c/- Post Office,Marlborough,,4705,Central Queensland,Capricornia,Mirani,Livingstone (S),Rockhampton Region - North,308031219,Remote Australia,2022 February,20.00,,2.00,,55300594349,State,,149.895019,-22.811887
1122,Marmor State School,State School,Open,,,Prep Year,Year 6,Principal,01,09 June 2022,www.marmorss.eq.edu.au,(07) 4934 6235,N,,,Rogers Street,Marmor,4702,PO Box 260,Mount Larcom,,4695,Central Queensland,Flynn,Mirani,Rockhampton (R),Bouldercombe,308031206,Outer Regional Australia,2022 February,11.00,,0.00,,84953949563,State,,150.707939,-23.680011
2097,Maroochydore State High School,State High School,Open,,,Year 7,Year 12,Principal,07,10 June 2022,www.maroochydoreshs.eq.edu.au,(07) 5409 7333,N,,,160 Maroochydore Road,Maroochydore,4558,PO Box 55,Maroochydore,,4558,North Coast,Fairfax,Maroochydore,Sunshine Coast (R),Maroochydore - Kuluin,316031427,Major Cities of Australia,2022 February,1152.00,,0.00,,58033818276,State,,153.075545,-26.654744
1711,Maroochydore State School,State School,Open,,,Early Childhood,Year 6,Principal,04,10 June 2022,www.maroochydoress.eq.edu.au,(07) 5475 1555,N,(07) 5475 1500,,56-68 Primary School Court,Maroochydore,4558,PO Box 572,Maroochydore,,4558,North Coast,Fairfax,Maroochydore,Sunshine Coast (R),Maroochydore - Kuluin,316031427,Major Cities of Australia,2022 February,219.00,,9.00,,67914015207,State,,153.084579,-26.652948
0640,Maroon State School,State School,Open,,,Prep Year,Year 6,Principal,01,08 August 2022,www.maroonss.eq.edu.au,(07) 5463 6144,Y,,,2772 Boonah-Rathdowney Road,Maroon,4310,2772 Boonah-Rathdowney Road,Maroon,,4310,South East,Wright,Scenic Rim,Scenic Rim (R),Boonah,310021277,Inner Regional Australia,2022 February,21.00,,0.00,,64714343427,State,,152.713738,-28.171608
1251,Maroondan State School,State School,Open,,,Prep Year,Year 6,Principal,02,08 August 2022,www.maroondanss.eq.edu.au,(07) 4157 4156,N,(07) 4157 4394,,31 Duke Stehbens Road,Maroondan,4671,31 Duke Stehbens Road,Gin Gin,,4671,North Coast,Flynn,Callide,Bundaberg (R),Gin Gin,319021504,Inner Regional Australia,2022 February,37.00,,0.00,,42967808048,State,,152.014365,-24.968460
2176,Marsden State High School,State High School,Open,,,Year 7,Year 12,Executive Principal,10,08 August 2022,www.marsdenshs.eq.edu.au,(07) 3299 0555,N,(07) 3299 0500,,106-130 Muchow Road,Waterford West,4133,PO Box 1490,Browns Plains,,4118,South East,Forde,Waterford,Logan (C),Waterford West,311051328,Major Cities of Australia,2022 February,3647.00,,0.00,,54248523684,State,,153.111421,-27.684754
1875,Marsden State School,State School,Open,,,Prep Year,Year 6,Principal,07,08 August 2022,www.marsdenss.eq.edu.au,(07) 3489 9333,N,,,Hickory Street,Marsden,4132,Hickory Street,Marsden,,4132,South East,Rankin,Woodridge,Logan (C),Marsden,311031317,Major Cities of Australia,2022 February,1248.00,,0.00,,20102644745,State,,153.104097,-27.684690
0708,Marshall Road State School,State School,Open,,,Prep Year,Year 6,Principal,05,10 August 2022,www.marshallroadss.eq.edu.au,(07) 3422 8222,N,,,Kurts Street,Holland Park West,4121,Kurts Street,Holland Park West,,4121,Metropolitan,Bonner,Greenslopes,Brisbane (C),Holland Park West,303021057,Major Cities of Australia,2022 February,513.00,,0.00,,49486002259,State,,153.058468,-27.525289
0465,Mary Valley State College,State School,Open,,,Prep Year,Year 10,Principal,03,13 May 2022,www.maryvalleysc.eq.edu.au,(07) 5488 5333,N,,,15 Edward Street,Imbil,4570,15 Edward Street,Imbil,,4570,North Coast,Wide Bay,Gympie,Gympie (R),Gympie Region,319031514,Inner Regional Australia,2022 February,136.00,,0.00,,42131616988,State,,152.679247,-26.461766
0072,Maryborough Central State School,State School,Open,,,Prep Year,Year 6,Principal,04,20 May 2022,www.maryboroughcentralss.eq.edu.au,(07) 4121 8777,N,(07) 4121 8700,,471 Kent Street,Maryborough,4650,471 Kent Street,Maryborough,,4650,North Coast,Wide Bay,Maryborough,Fraser Coast (R),Maryborough (Qld),319051524,Inner Regional Australia,2022 February,230.00,,0.00,,16768987103,State,,152.699490,-25.535469
3017,Maryborough Special School,Special School,Open,,,Prep Year,Year 12,Principal,05,20 May 2022,www.maryboroughspecs.eq.edu.au,(07) 4120 8777,N,(07) 4120 8700,,164 Woodstock Street,Maryborough,4650,164 Woodstock Street,Maryborough,,4650,North Coast,Wide Bay,Maryborough,Fraser Coast (R),Maryborough (Qld),319051524,Inner Regional Australia,2022 February,69.00,,0.00,,90960513959,State,,152.695592,-25.517469
2020,Maryborough State High School,State High School,Open,,,Year 7,Year 12,Principal,07,20 May 2022,www.maryboroughshs.eq.edu.au,(07) 4120 9333,N,(07) 4120 9300,,Kent Street,Maryborough,4650,Kent Street,Maryborough,,4650,North Coast,Wide Bay,Maryborough,Fraser Coast (R),Maryborough (Qld),319051524,Inner Regional Australia,2022 February,1223.00,,0.00,,93893956699,State,,152.697560,-25.534425
0485,Maryborough West State School,State School,Open,,,Early Childhood,Year 6,Principal,05,20 May 2022,www.marywestss.eq.edu.au,(07) 4120 2666,N,(07) 4120 2600,,149 North Street,Maryborough,4650,149 North Street,Maryborough,,4650,North Coast,Wide Bay,Maryborough,Fraser Coast (R),Maryborough (Qld),319051524,Inner Regional Australia,2022 February,304.00,,26.00,,86880645247,State,,152.694570,-25.523749
1389,Maryvale State School,State School,Open,,,Prep Year,Year 6,Principal,01,18 March 2022,www.maryvaless.eq.edu.au,(07) 4666 1190,N,,,81 Taylor Street,Maryvale,4370,81 Taylor Street,Maryvale,,4370,Darling Downs South West,Maranoa,Southern Downs,Southern Downs (R),Southern Downs - East,307031185,Inner Regional Australia,2022 February,17.00,,0.00,,79409577899,State,,152.242009,-28.067458
1090,Mayfield State School,State School,Open,,,Prep Year,Year 6,Principal,04,10 August 2022,www.mayfieldss.eq.edu.au,(07) 3843 7333,N,(07) 3843 7300,,Paget Street,Carina,4152,Paget Street,Carina,,4152,Metropolitan,Griffith,Chatsworth,Brisbane (C),Carina,303011049,Major Cities of Australia,2022 February,329.00,,0.00,,24077966742,State,,153.092362,-27.483944
1400,McDonnell Creek State School,State School,Open,,,Prep Year,Year 6,Principal,01,15 July 2022,www.mcdonnellcreekss.eq.edu.au,(07) 4067 5389,N,(07) 4067 5104,,69273 Bruce Highway,Fishery Falls,4871,CMB 61,Deeral,,4871,Far North Queensland,Kennedy,Mulgrave,Cairns (R),Babinda,306031158,Outer Regional Australia,2022 February,16.00,,0.00,,87534547495,State,,145.897307,-17.196629
0378,McDowall State School,State School,Open,,,Prep Year,Year 6,Principal,06,10 August 2022,www.mcdowallss.eq.edu.au,(07) 3872 5333,N,(07) 3872 5300,,1018 Rode Road,Mcdowall,4053,PO Box 493,Everton Park,,4053,Metropolitan,Lilley,Everton,Brisbane (C),McDowall,302011026,Major Cities of Australia,2022 February,970.00,,0.00,,37576204027,State,,152.989950,-27.388021
1394,McIlwraith State School,State School,Open,,,Prep Year,Year 6,Principal,01,08 August 2022,www.mcilwraithss.eq.edu.au,(07) 4157 2371,N,(07) 4157 2558,,322 McIlwraith Road,Mcilwraith,4671,322 McIlwraith Road,McIlwraith,,4671,North Coast,Flynn,Callide,Bundaberg (R),Gin Gin,319021504,Inner Regional Australia,2022 February,12.00,,0.00,,62123530741,State,,151.999318,-25.008553
1473,Meandarra State School,State School,Open,,,Prep Year,Year 6,Principal,02,08 August 2022,www.meandarrass.eq.edu.au,(07) 4678 5333,N,,,Sara Street,Meandarra,4422,PO Box 66,Meandarra,,4422,Darling Downs South West,Maranoa,Warrego,Western Downs (R),Tara,307011178,Remote Australia,2022 February,33.00,,0.00,,47654897596,State,,149.882227,-27.324019
